account,age,job,marital,education,balance,cc
3289,50,technician,married,secondary,1412,no
3290,21,student,single,secondary,681,no
3291,38,entrepreneur,married,tertiary,228,no
3292,42,admin.,married,secondary,0,no
3293,45,technician,single,tertiary,2087,no
3294,34,entrepreneur,married,secondary,2,no
3295,48,technician,married,secondary,197,no
3296,34,services,married,secondary,0,no
3297,32,blue-collar,married,secondary,1905,no
3298,35,technician,married,tertiary,118,no
3299,39,entrepreneur,married,tertiary,2644,no
3300,36,self-employed,married,tertiary,16430,no
3301,35,technician,married,secondary,13,no
3302,57,services,divorced,secondary,14,no
3303,28,technician,single,secondary,769,no
3304,43,admin.,married,unknown,3485,no
3305,57,management,married,secondary,139,no
3306,34,services,divorced,secondary,202,no
3307,36,technician,married,tertiary,6,no
3308,47,management,divorced,tertiary,2515,no
3309,36,management,divorced,tertiary,5195,no
3310,33,management,married,tertiary,2098,no
3311,57,management,married,tertiary,320,no
3312,57,management,married,tertiary,3431,no
3313,34,admin.,married,secondary,50,no
3314,51,housemaid,divorced,tertiary,370,no
3315,54,blue-collar,divorced,primary,182,no
3316,52,self-employed,single,tertiary,1623,no
3317,43,entrepreneur,married,tertiary,13342,no
3318,58,retired,single,primary,6570,no
3319,53,admin.,married,secondary,225,no
3320,44,management,married,secondary,665,no
3321,29,management,single,tertiary,0,no
3322,27,services,single,secondary,54,no
3323,35,blue-collar,married,primary,46,no
3324,40,self-employed,married,secondary,2,no
3325,34,blue-collar,married,secondary,103,no
3326,38,admin.,single,secondary,883,no
3327,32,services,married,secondary,55,no
3328,41,admin.,married,secondary,8238,no
3329,25,blue-collar,single,secondary,913,no
3330,38,blue-collar,divorced,secondary,595,no
3331,26,technician,single,secondary,7,no
3332,37,technician,single,tertiary,1661,no
3333,30,management,married,tertiary,102,no
3334,36,services,married,secondary,338,no
3335,33,management,married,secondary,3132,no
3336,33,admin.,single,tertiary,490,no
3337,35,management,married,tertiary,2682,no
3338,24,services,married,tertiary,0,no
3339,29,unemployed,married,secondary,596,no
3340,54,blue-collar,married,secondary,2059,no
3341,27,admin.,married,secondary,132,no
3342,34,management,married,secondary,0,no
3343,39,blue-collar,married,primary,385,no
3344,38,management,married,tertiary,223,no
3345,37,management,married,tertiary,0,no
3346,26,services,single,secondary,512,no
3347,36,entrepreneur,married,tertiary,1169,no
3348,35,management,single,tertiary,71,no
3349,30,management,single,tertiary,940,no
3350,25,technician,single,secondary,80,no
3351,34,technician,married,secondary,0,no
3352,52,unknown,married,unknown,1317,no
3353,39,admin.,married,secondary,179,no
3354,34,management,married,secondary,1007,no
3355,34,management,single,secondary,0,no
3356,30,services,married,secondary,1286,no
3357,33,services,married,secondary,804,no
3358,30,student,single,secondary,4,no
3359,51,blue-collar,married,primary,0,no
3360,36,services,single,secondary,417,no
3361,48,blue-collar,married,primary,1678,no
3362,37,services,divorced,secondary,532,no
3363,58,management,married,secondary,407,no
3364,56,management,divorced,tertiary,659,no
3365,34,blue-collar,married,secondary,393,no
3366,33,admin.,divorced,secondary,661,no
3367,26,services,single,secondary,0,no
3368,40,management,single,unknown,838,no
3369,35,services,married,secondary,195,no
3370,45,entrepreneur,married,secondary,68,no
3371,37,technician,single,secondary,242,no
3372,35,management,divorced,tertiary,321,no
3373,43,services,single,secondary,3403,no
3374,28,blue-collar,married,secondary,8,no
3375,32,blue-collar,divorced,secondary,739,no
3376,26,unemployed,single,secondary,622,no
3377,35,services,married,secondary,152,no
3378,35,technician,single,secondary,2,no
3379,39,blue-collar,married,secondary,1439,no
3380,42,blue-collar,divorced,secondary,1491,no
3381,32,technician,single,secondary,6402,no
3382,30,unemployed,married,secondary,1210,no
3383,26,management,single,tertiary,122,no
3384,30,student,single,secondary,0,no
3385,32,management,married,tertiary,62,no
3386,47,services,married,secondary,3333,no
3387,33,technician,married,tertiary,16992,no
3388,57,blue-collar,married,primary,23,no
3389,35,admin.,married,secondary,0,no
3390,53,technician,married,tertiary,6072,no
3391,24,retired,single,secondary,366,no
3392,54,management,divorced,tertiary,0,no
3393,31,management,married,tertiary,1343,no
3394,41,entrepreneur,married,secondary,2105,no
3395,44,unknown,married,secondary,2319,no
3396,35,services,single,secondary,35,no
3397,30,management,married,tertiary,877,no
3398,43,blue-collar,single,primary,30,no
3399,51,entrepreneur,married,secondary,2082,no
3400,60,retired,married,secondary,89,no
3401,43,self-employed,married,secondary,104,no
3402,31,management,married,tertiary,1750,no
3403,56,management,married,primary,772,no
3404,42,technician,married,secondary,1048,no
3405,52,entrepreneur,married,primary,592,no
3406,40,technician,married,secondary,0,no
3407,36,services,married,secondary,3064,no
3408,40,services,married,primary,33,no
3409,46,blue-collar,married,secondary,0,no
3410,32,admin.,single,secondary,1649,no
3411,31,housemaid,single,tertiary,287,no
3412,41,technician,divorced,secondary,0,no
3413,58,housemaid,married,primary,419,no
3414,36,services,married,secondary,257,no
3415,52,technician,married,secondary,118,no
3416,42,management,married,tertiary,251,no
3417,32,management,single,tertiary,1731,no
3418,62,management,married,tertiary,0,no
3419,31,technician,single,tertiary,23,no
3420,41,blue-collar,single,secondary,386,no
3421,34,self-employed,married,tertiary,5498,no
3422,44,management,single,tertiary,5063,no
3423,42,blue-collar,married,primary,7041,no
3424,37,entrepreneur,single,secondary,654,no
3425,47,management,married,tertiary,1890,no
3426,32,unemployed,married,secondary,2400,no
3427,46,blue-collar,married,secondary,519,no
3428,39,technician,single,tertiary,1190,no
3429,28,services,single,secondary,229,no
3430,26,student,single,secondary,203,no
3431,52,technician,married,secondary,1818,no
3432,42,unemployed,married,secondary,1289,no
3433,33,technician,divorced,tertiary,39,no
3434,73,retired,married,primary,796,no
3435,35,admin.,single,secondary,57,no
3436,40,management,married,tertiary,1548,no
3437,51,technician,married,secondary,117,no
3438,37,admin.,single,secondary,0,no
3439,39,management,married,tertiary,691,no
3440,28,blue-collar,married,secondary,64,no
3441,49,technician,divorced,tertiary,0,no
3442,36,admin.,married,secondary,957,no
3443,45,technician,married,secondary,118,no
3444,29,technician,single,tertiary,218,no
3445,35,management,married,secondary,724,no
3446,35,housemaid,married,tertiary,20,no
3447,30,blue-collar,married,secondary,28,no
3448,46,blue-collar,married,primary,665,no
3449,25,student,single,tertiary,5,no
3450,36,management,married,tertiary,925,no
3451,42,blue-collar,married,primary,2519,no
3452,57,admin.,married,secondary,3927,no
3453,42,management,divorced,tertiary,401,no
3454,29,management,married,tertiary,581,no
3455,36,technician,married,tertiary,1327,no
3456,31,unemployed,married,secondary,3242,no
3457,59,technician,married,primary,3163,no
3458,50,unemployed,divorced,secondary,32,no
3459,47,admin.,married,secondary,310,no
3460,46,housemaid,married,primary,0,no
3461,26,blue-collar,single,primary,155,no
3462,31,services,single,secondary,11386,no
3463,30,services,married,tertiary,1380,no
3464,47,blue-collar,single,unknown,2443,no
3465,23,technician,single,tertiary,1129,no
3466,44,unemployed,single,primary,4232,no
3467,42,self-employed,married,secondary,5564,no
3468,32,services,single,secondary,402,no
3469,28,admin.,single,secondary,1323,no
3470,57,retired,married,primary,1623,no
3471,38,technician,married,tertiary,1042,no
3472,22,student,single,secondary,2488,no
3473,54,admin.,married,secondary,865,no
3474,32,technician,married,tertiary,1053,no
3475,32,management,married,tertiary,1667,no
3476,59,admin.,divorced,secondary,975,no
3477,45,technician,married,secondary,2571,no
3478,53,unknown,married,primary,732,no
3479,50,admin.,divorced,secondary,769,no
3480,34,technician,married,secondary,136,no
3481,35,admin.,divorced,secondary,3636,no
3482,30,management,married,tertiary,931,no
3483,62,housemaid,married,secondary,565,no
3484,40,blue-collar,married,secondary,271,no
3485,26,self-employed,single,tertiary,1153,no
3486,34,management,married,tertiary,73,no
3487,50,unknown,married,unknown,558,no
3488,31,unknown,divorced,tertiary,137,no
3489,35,technician,married,secondary,700,no
3490,55,retired,married,primary,966,no
3491,34,admin.,married,secondary,96,no
3492,58,retired,married,primary,4007,no
3493,50,management,single,tertiary,567,no
3494,31,technician,single,secondary,40,no
3495,47,admin.,divorced,secondary,136,no
3496,38,self-employed,single,tertiary,917,no
3497,46,management,single,tertiary,593,no
3498,42,blue-collar,married,primary,505,no
3499,34,blue-collar,married,secondary,2542,no
3500,37,management,married,tertiary,5355,no
3501,38,student,single,tertiary,807,no
3502,59,retired,married,secondary,9976,no
3503,32,admin.,married,secondary,0,no
3504,55,management,married,tertiary,540,no
3505,35,blue-collar,married,secondary,280,no
3506,56,management,divorced,tertiary,59,no
3507,27,admin.,married,secondary,517,no
3508,42,unemployed,single,secondary,2613,no
3509,42,student,married,unknown,7,no
3510,41,blue-collar,married,primary,0,no
3511,53,retired,divorced,secondary,200,no
3512,67,retired,married,primary,2301,no
3513,53,housemaid,married,primary,104,no
3514,33,blue-collar,married,primary,191,no
3515,31,technician,single,unknown,694,no
3516,31,admin.,married,secondary,212,no
3517,30,management,married,tertiary,1882,no
3518,48,blue-collar,married,unknown,131,no
3519,30,technician,single,secondary,175,no
3520,43,technician,single,tertiary,0,no
3521,38,management,divorced,tertiary,4425,no
3522,46,unemployed,married,secondary,3533,no
3523,59,blue-collar,divorced,secondary,3573,no
3524,44,management,divorced,tertiary,476,no
3525,35,blue-collar,married,secondary,1257,no
3526,55,blue-collar,married,unknown,23,no
3527,39,management,single,tertiary,0,no
3528,36,services,single,secondary,398,no
3529,33,blue-collar,married,secondary,745,no
3530,48,management,single,tertiary,8106,no
3531,33,management,single,tertiary,0,no
3532,67,retired,married,unknown,696,no
3533,48,unemployed,divorced,secondary,1266,no
3534,57,management,married,tertiary,2416,no
3535,31,housemaid,married,primary,25,no
3536,30,student,single,tertiary,7513,no
3537,56,entrepreneur,divorced,primary,29,no
3538,26,blue-collar,married,primary,5116,no
3539,44,management,married,secondary,1746,no
3540,44,technician,divorced,secondary,14,no
3541,31,management,married,tertiary,4148,no
3542,47,self-employed,married,unknown,14,no
3543,30,admin.,single,secondary,105,no
3544,37,management,married,tertiary,767,no
3545,56,admin.,divorced,primary,0,no
3546,43,management,single,secondary,228,no
3547,42,services,married,secondary,508,no
3548,60,management,married,secondary,725,no
3549,34,blue-collar,married,unknown,41,no
3550,34,management,single,tertiary,184,no
3551,41,management,married,tertiary,251,no
3552,38,management,divorced,secondary,17,no
3553,23,services,married,secondary,19,no
3554,33,management,married,tertiary,1064,no
3555,36,blue-collar,married,secondary,777,no
3556,49,unemployed,married,tertiary,377,no
3557,34,admin.,divorced,secondary,479,no
3558,40,technician,divorced,secondary,375,no
3559,72,retired,married,primary,796,no
3560,43,technician,married,secondary,17,no
3561,44,blue-collar,married,secondary,1071,no
3562,35,admin.,married,secondary,0,no
3563,46,admin.,divorced,secondary,7378,no
3564,55,admin.,married,secondary,865,no
3565,50,technician,divorced,secondary,701,no
3566,23,blue-collar,single,unknown,817,no
3567,34,student,married,unknown,1387,no
3568,40,blue-collar,married,secondary,0,no
3569,61,retired,married,secondary,2917,no
3570,53,technician,married,secondary,4541,no
3571,57,technician,married,secondary,0,no
3572,28,blue-collar,married,secondary,4287,no
3573,25,admin.,married,secondary,242,no
3574,38,blue-collar,married,secondary,171,no
3575,27,services,single,secondary,259,no
3576,45,blue-collar,married,secondary,827,no
3577,31,services,single,secondary,469,no
3578,39,blue-collar,married,primary,2226,no
3579,42,technician,married,secondary,0,no
3580,46,management,married,tertiary,477,no
3581,36,services,married,secondary,42,no
3582,30,management,single,tertiary,775,no
3583,32,blue-collar,married,secondary,9,no
3584,52,technician,married,tertiary,2557,no
3585,31,management,married,tertiary,2395,no
3586,60,management,married,primary,4895,no
3587,35,blue-collar,single,secondary,376,no
3588,38,management,married,tertiary,389,no
3589,46,management,divorced,tertiary,134,no
3590,45,entrepreneur,divorced,tertiary,1273,no
3591,59,services,married,secondary,0,no
3592,34,management,married,tertiary,2892,no
3593,33,technician,divorced,secondary,0,no
3594,46,management,single,secondary,295,no
3595,48,admin.,married,secondary,292,no
3596,31,services,single,secondary,85,no
3597,32,technician,married,secondary,4,no
3598,35,blue-collar,divorced,primary,587,no
3599,36,blue-collar,single,primary,367,no
3600,52,management,married,tertiary,1224,no
3601,45,management,divorced,tertiary,959,no
3602,34,management,married,tertiary,0,no
3603,25,blue-collar,married,primary,589,no
3604,26,management,single,tertiary,8,no
3605,57,management,married,unknown,0,no
3606,48,management,married,primary,247,no
3607,48,technician,married,unknown,5543,no
3608,32,blue-collar,married,primary,642,no
3609,58,retired,married,secondary,11,no
3610,57,management,married,primary,226,no
3611,31,entrepreneur,married,tertiary,5191,no
3612,33,blue-collar,single,secondary,320,no
3613,53,entrepreneur,married,tertiary,2289,no
3614,36,admin.,married,secondary,725,no
3615,32,technician,single,tertiary,705,no
3616,45,blue-collar,married,secondary,776,no
3617,35,unemployed,married,tertiary,816,no
3618,41,services,married,secondary,171,no
3619,54,services,married,secondary,812,no
3620,49,services,married,secondary,823,no
3621,28,technician,single,secondary,1453,no
3622,24,blue-collar,single,unknown,431,no
3623,30,admin.,single,secondary,1009,no
3624,32,self-employed,married,primary,286,no
3625,53,entrepreneur,married,tertiary,22370,no
3626,42,blue-collar,married,primary,2111,no
3627,48,blue-collar,married,primary,5366,no
3628,33,technician,married,secondary,181,no
3629,31,blue-collar,divorced,secondary,452,no
3630,56,unemployed,divorced,primary,1770,no
3631,58,retired,married,primary,0,no
3632,37,admin.,single,secondary,296,no
3633,59,management,married,primary,2358,no
3634,50,management,single,tertiary,1200,no
3635,39,housemaid,single,primary,109,no
3636,30,technician,married,secondary,616,no
3637,47,services,divorced,secondary,4906,no
3638,44,self-employed,married,secondary,313,no
3639,38,blue-collar,married,primary,290,no
3640,50,management,married,tertiary,1240,no
3641,27,admin.,single,tertiary,3672,no
3642,73,retired,married,secondary,19,no
3643,46,blue-collar,married,primary,143,no
3644,56,retired,divorced,secondary,212,no
3645,36,management,married,tertiary,9,no
3646,33,blue-collar,married,primary,3074,no
3647,40,management,married,tertiary,1734,no
3648,52,management,married,tertiary,575,no
3649,51,blue-collar,married,secondary,397,no
3650,33,blue-collar,married,secondary,640,no
3651,54,services,married,secondary,158,no
3652,44,management,married,secondary,2984,no
3653,50,entrepreneur,married,secondary,1011,no
3654,45,blue-collar,single,secondary,0,no
3655,36,management,married,tertiary,1133,no
3656,42,technician,married,secondary,4945,no
3657,37,technician,married,secondary,712,no
3658,28,services,single,secondary,427,no
3659,56,admin.,married,secondary,2146,no
3660,59,admin.,married,secondary,92,no
3661,32,unemployed,married,secondary,10,no
3662,57,retired,married,primary,1238,no
3663,49,admin.,single,secondary,981,no
3664,56,entrepreneur,married,unknown,575,no
3665,48,admin.,divorced,unknown,70,no
3666,27,student,single,tertiary,3733,no
3667,31,management,single,tertiary,574,no
3668,28,blue-collar,single,secondary,43,no
3669,36,management,married,tertiary,428,no
3670,58,housemaid,married,primary,0,no
3671,46,admin.,married,secondary,0,no
3672,32,management,single,tertiary,474,no
3673,39,services,married,secondary,540,no
3674,35,self-employed,married,tertiary,560,no
3675,31,management,married,tertiary,325,no
3676,29,management,single,tertiary,437,no
3677,48,blue-collar,married,primary,574,no
3678,60,retired,married,primary,0,no
3679,74,retired,married,secondary,935,no
3680,30,services,married,secondary,699,no
3681,52,admin.,single,primary,0,no
3682,24,blue-collar,married,secondary,220,no
3683,29,services,married,secondary,11417,no
3684,33,housemaid,married,primary,212,no
3685,34,blue-collar,married,secondary,67,no
3686,45,admin.,divorced,secondary,0,no
3687,31,blue-collar,married,secondary,0,no
3688,45,technician,married,secondary,1673,no
3689,27,services,married,secondary,1202,no
3690,30,management,single,tertiary,4213,no
3691,45,blue-collar,married,primary,0,no
3692,57,blue-collar,married,secondary,1521,no
3693,34,management,married,tertiary,1310,no
3694,40,admin.,married,secondary,0,no
3695,39,management,married,tertiary,399,no
3696,46,technician,married,tertiary,405,no
3697,55,management,divorced,tertiary,9756,no
3698,25,management,single,tertiary,2506,no
3699,34,management,married,tertiary,697,no
3700,37,blue-collar,married,primary,403,no
3701,64,retired,divorced,tertiary,890,no
3702,45,technician,divorced,secondary,809,no
3703,57,housemaid,married,secondary,158,no
3704,21,student,single,unknown,137,no
3705,58,housemaid,married,secondary,2705,no
3706,41,blue-collar,single,secondary,75,no
3707,41,management,married,unknown,2457,no
3708,58,management,married,tertiary,541,no
3709,33,management,married,tertiary,287,no
3710,32,management,married,tertiary,273,no
3711,44,services,divorced,secondary,0,no
3712,47,unknown,married,unknown,677,no
3713,41,self-employed,married,primary,340,no
3714,54,technician,married,tertiary,98,no
3715,47,technician,divorced,tertiary,477,no
3716,32,management,single,tertiary,2629,no
3717,59,housemaid,married,tertiary,0,no
3718,29,technician,single,tertiary,2325,no
3719,48,services,married,secondary,20,no
3720,32,technician,single,secondary,230,no
3721,46,management,divorced,secondary,852,no
3722,31,blue-collar,single,primary,280,no
3723,53,blue-collar,married,secondary,25,no
3724,34,technician,single,tertiary,9851,no
3725,48,services,single,unknown,5095,no
3726,32,technician,married,secondary,687,no
3727,31,management,married,secondary,1368,no
3728,27,blue-collar,single,primary,179,no
3729,60,admin.,married,secondary,396,no
3730,34,blue-collar,single,tertiary,1011,no
3731,52,self-employed,married,secondary,9,no
3732,48,blue-collar,married,secondary,1159,no
3733,45,technician,married,primary,322,no
3734,54,technician,divorced,secondary,1114,no
3735,52,services,married,secondary,2072,no
3736,47,entrepreneur,married,tertiary,459,no
3737,54,unknown,married,secondary,1157,no
3738,34,blue-collar,married,secondary,8309,no
3739,39,technician,single,tertiary,1043,no
3740,46,technician,married,secondary,2098,no
3741,26,unemployed,single,secondary,461,no
3742,37,technician,single,secondary,61,no
3743,47,blue-collar,married,secondary,1203,no
3744,35,technician,married,secondary,1067,no
3745,57,unemployed,married,primary,0,no
3746,34,management,married,tertiary,1657,no
3747,47,technician,married,secondary,1219,no
3748,27,technician,married,secondary,7,no
3749,40,blue-collar,married,secondary,839,no
3750,39,technician,married,secondary,994,no
3751,36,entrepreneur,married,tertiary,6,no
3752,42,technician,single,secondary,0,no
3753,23,blue-collar,single,primary,8627,no
3754,34,management,married,tertiary,133,no
3755,34,blue-collar,married,secondary,247,no
3756,49,services,married,secondary,1114,no
3757,57,blue-collar,married,primary,1592,no
3758,59,retired,married,unknown,0,no
3759,57,admin.,married,tertiary,46,no
3760,34,blue-collar,married,secondary,1221,no
3761,61,management,married,secondary,985,no
3762,35,blue-collar,divorced,secondary,0,no
3763,42,management,married,tertiary,520,no
3764,57,services,married,tertiary,10,no
3765,42,blue-collar,married,secondary,2157,no
3766,53,retired,married,secondary,6095,no
3767,63,retired,married,tertiary,133,no
3768,47,self-employed,married,secondary,1121,no
3769,54,services,married,secondary,88,no
3770,45,admin.,married,secondary,0,no
3771,28,management,single,tertiary,328,no
3772,58,unemployed,married,secondary,610,no
3773,48,management,single,tertiary,414,no
3774,35,management,divorced,tertiary,0,no
3775,37,self-employed,married,tertiary,0,no
3776,37,blue-collar,married,secondary,685,no
3777,37,management,married,primary,22856,no
3778,25,services,single,secondary,352,no
3779,58,blue-collar,married,secondary,602,no
3780,52,management,married,secondary,588,no
3781,19,student,single,secondary,302,no
3782,59,blue-collar,married,secondary,5314,no
3783,41,technician,married,secondary,64,no
3784,34,technician,single,tertiary,632,no
3785,35,technician,single,secondary,5731,no
3786,41,technician,married,secondary,902,no
3787,28,blue-collar,single,secondary,6307,no
3788,53,management,divorced,secondary,112,no
3789,35,services,married,secondary,0,no
3790,33,admin.,single,tertiary,621,no
3791,37,technician,single,secondary,435,no
3792,32,technician,married,secondary,782,no
3793,32,blue-collar,married,secondary,478,no
3794,54,services,married,unknown,7864,no
3795,44,blue-collar,married,secondary,1910,no
3796,36,technician,divorced,tertiary,1174,no
3797,56,admin.,married,secondary,1270,no
3798,30,management,single,tertiary,18,no
3799,36,blue-collar,married,secondary,141,no
3800,43,management,married,tertiary,2886,no
3801,40,technician,married,secondary,2715,no
3802,32,technician,single,tertiary,1100,no
3803,34,blue-collar,married,secondary,516,no
3804,37,services,married,secondary,1,no
3805,28,admin.,single,secondary,775,no
3806,35,unknown,married,primary,634,no
3807,53,blue-collar,single,secondary,5715,no
3808,60,admin.,married,unknown,1088,no
3809,40,entrepreneur,married,secondary,1532,no
3810,57,retired,married,primary,75,no
3811,29,technician,single,secondary,103,no
3812,44,blue-collar,married,primary,134,no
3813,41,admin.,single,secondary,748,no
3814,47,technician,married,secondary,1990,no
3815,43,technician,married,tertiary,192,no
3816,37,technician,single,secondary,267,no
3817,34,technician,single,tertiary,586,no
3818,30,blue-collar,single,secondary,648,no
3819,57,entrepreneur,divorced,secondary,25,no
3820,26,admin.,single,secondary,96,no
3821,34,management,married,tertiary,1116,no
3822,46,technician,divorced,secondary,90,no
3823,38,entrepreneur,married,tertiary,170,no
3824,37,technician,single,secondary,3665,no
3825,28,management,single,tertiary,2380,no
3826,57,blue-collar,married,primary,179,no
3827,39,management,married,tertiary,763,no
3828,49,services,married,secondary,320,no
3829,38,technician,married,secondary,1960,no
3830,27,blue-collar,married,secondary,818,no
3831,30,admin.,married,secondary,2678,no
3832,38,admin.,married,tertiary,1980,no
3833,36,management,married,tertiary,1582,no
3834,38,retired,single,unknown,62,no
3835,59,housemaid,married,primary,235,no
3836,37,management,married,tertiary,489,no
3837,29,self-employed,married,tertiary,3931,no
3838,43,blue-collar,married,secondary,699,no
3839,33,technician,married,secondary,58,no
3840,54,housemaid,divorced,secondary,1327,no
3841,55,services,married,secondary,557,no
3842,32,technician,single,tertiary,741,no
3843,48,management,married,primary,3230,no
3844,33,management,single,tertiary,1439,no
3845,46,admin.,married,secondary,120,no
3846,44,management,married,tertiary,1058,no
3847,47,blue-collar,married,primary,881,no
3848,38,technician,married,secondary,6728,no
3849,80,retired,married,secondary,462,no
3850,40,self-employed,married,secondary,167,no
3851,43,entrepreneur,married,tertiary,1574,no
3852,32,technician,single,tertiary,1625,no
3853,39,management,married,tertiary,562,no
3854,33,technician,married,secondary,9305,no
3855,31,technician,single,secondary,35,no
3856,36,management,single,tertiary,0,no
3857,35,management,single,tertiary,2486,no
3858,25,services,single,secondary,368,no
3859,33,management,single,secondary,1558,no
3860,23,blue-collar,single,primary,8627,no
3861,31,management,single,tertiary,2590,no
3862,36,management,married,tertiary,0,no
3863,44,technician,single,tertiary,900,no
3864,31,management,single,tertiary,385,no
3865,55,blue-collar,married,primary,1649,no
3866,51,housemaid,divorced,secondary,9228,no
3867,36,admin.,married,secondary,0,no
3868,27,unemployed,single,tertiary,1,no
3869,40,services,married,secondary,771,no
3870,49,services,married,secondary,280,no
3871,59,retired,married,primary,46,no
3872,32,management,married,tertiary,2431,no
3873,42,retired,single,tertiary,308,no
3874,35,management,divorced,tertiary,160,no
3875,29,blue-collar,single,secondary,555,no
3876,29,technician,single,secondary,778,no
3877,37,blue-collar,single,secondary,48,no
3878,49,admin.,married,primary,169,no
3879,51,services,divorced,secondary,12,no
3880,61,housemaid,married,primary,848,no
3881,43,management,married,secondary,481,no
3882,42,services,married,tertiary,12223,no
3883,24,blue-collar,married,secondary,254,no
3884,46,self-employed,married,tertiary,1148,no
3885,23,admin.,single,secondary,5,no
3886,26,services,single,secondary,50,no
3887,43,blue-collar,divorced,primary,92,no
3888,35,technician,single,tertiary,470,no
3889,38,technician,married,secondary,0,no
3890,56,unemployed,divorced,primary,109,no
3891,31,services,married,secondary,440,no
3892,32,management,single,tertiary,0,no
3893,28,services,single,secondary,2685,no
3894,26,admin.,divorced,secondary,3,no
3895,49,management,married,tertiary,7007,no
3896,33,admin.,married,secondary,220,no
3897,80,retired,married,primary,1548,no
3898,40,blue-collar,married,secondary,326,no
3899,42,technician,divorced,secondary,0,no
3900,46,blue-collar,married,secondary,123,no
3901,32,management,single,tertiary,697,no
3902,37,services,single,tertiary,223,no
3903,32,student,married,secondary,1694,no
3904,53,management,married,tertiary,4446,no
3905,39,management,married,tertiary,894,no
3906,31,technician,divorced,secondary,202,no
3907,34,management,single,tertiary,0,no
3908,44,technician,married,tertiary,1707,no
3909,35,technician,married,secondary,13658,no
3910,39,admin.,married,secondary,406,no
3911,55,services,married,secondary,96,no
3912,34,housemaid,married,secondary,0,no
3913,39,technician,married,tertiary,276,no
3914,58,retired,married,secondary,413,no
3915,37,blue-collar,married,primary,655,no
3916,56,retired,divorced,primary,694,no
3917,32,admin.,single,secondary,10218,no
3918,41,technician,single,tertiary,1646,no
3919,29,admin.,single,tertiary,14,no
3920,44,management,married,tertiary,7635,no
3921,24,blue-collar,married,secondary,9,no
3922,43,management,single,secondary,1029,no
3923,26,admin.,married,tertiary,2855,no
3924,39,admin.,married,secondary,260,no
3925,49,blue-collar,married,secondary,2039,no
3926,52,blue-collar,divorced,primary,97,no
3927,33,blue-collar,married,tertiary,1465,no
3928,30,blue-collar,married,secondary,125,no
3929,32,technician,single,tertiary,930,no
3930,27,management,single,tertiary,0,no
3931,58,blue-collar,married,primary,73,no
3932,46,retired,married,primary,35,no
3933,28,management,single,tertiary,1351,no
3934,39,services,married,primary,1601,no
3935,41,services,married,unknown,88,no
3936,38,services,married,secondary,435,no
3937,50,unemployed,divorced,secondary,717,no
3938,56,services,married,secondary,705,no
3939,34,technician,married,secondary,1553,no
3940,33,blue-collar,divorced,secondary,131,no
3941,61,technician,married,secondary,1191,no
3942,36,admin.,single,secondary,47,no
3943,34,technician,married,tertiary,544,no
3944,36,blue-collar,married,secondary,688,no
3945,45,management,married,tertiary,242,no
3946,27,student,single,tertiary,118,no
3947,45,admin.,married,secondary,388,no
3948,40,self-employed,married,tertiary,1603,no
3949,36,management,single,secondary,1511,no
3950,46,blue-collar,married,primary,147,no
3951,37,entrepreneur,married,tertiary,836,no
3952,36,technician,married,secondary,55,no
3953,37,admin.,married,secondary,1123,no
3954,22,student,single,tertiary,691,no
3955,51,services,married,secondary,0,no
3956,49,technician,married,secondary,12531,no
3957,35,management,married,tertiary,552,no
3958,50,housemaid,married,primary,0,no
3959,31,services,married,tertiary,309,no
3960,47,services,single,secondary,33,no
3961,59,blue-collar,married,secondary,681,no
3962,32,blue-collar,married,secondary,1787,no
3963,71,retired,married,tertiary,14220,no
3964,31,management,single,tertiary,12569,no
3965,41,blue-collar,married,primary,4,no
3966,35,blue-collar,married,primary,3587,no
3967,36,management,married,tertiary,254,no
3968,46,blue-collar,divorced,primary,1712,no
3969,46,blue-collar,married,secondary,4855,no
3970,47,technician,married,tertiary,2408,no
3971,35,management,single,tertiary,252,no
3972,37,blue-collar,married,secondary,346,no
3973,56,admin.,married,secondary,45,no
3974,46,admin.,married,secondary,556,no
3975,44,management,divorced,tertiary,710,no
3976,48,technician,single,tertiary,551,no
3977,28,blue-collar,single,secondary,56,no
3978,38,entrepreneur,married,tertiary,1514,no
3979,34,management,single,tertiary,178,no
3980,56,technician,married,secondary,359,no
3981,55,retired,divorced,secondary,1580,no
3982,44,blue-collar,divorced,secondary,221,no
3983,38,technician,married,tertiary,1161,no
3984,53,retired,married,secondary,1278,no
3985,41,admin.,single,tertiary,982,no
3986,34,technician,single,secondary,16,no
3987,34,management,single,tertiary,1,no
3988,35,services,married,secondary,128,no
3989,38,entrepreneur,single,secondary,2543,no
3990,42,entrepreneur,married,tertiary,42045,no
3991,56,blue-collar,married,primary,828,no
3992,37,management,divorced,tertiary,0,no
3993,47,housemaid,married,secondary,3940,no
3994,29,blue-collar,married,secondary,125,no
3995,41,management,married,tertiary,140,no
3996,43,technician,single,secondary,593,no
3997,38,self-employed,married,secondary,746,no
3998,31,technician,married,secondary,589,no
3999,32,management,single,tertiary,2343,no
4000,40,management,married,tertiary,294,no
4001,45,admin.,married,secondary,644,no
4002,43,management,married,secondary,26,no
4003,27,services,single,secondary,3354,no
4004,33,management,single,tertiary,23,no
4005,37,admin.,married,secondary,7,no
4006,60,admin.,married,secondary,3735,no
4007,51,self-employed,married,unknown,2094,no
4008,44,blue-collar,married,secondary,508,no
4009,48,management,married,unknown,0,no
